,0
533,1
534,0
535,1
536,1
537,0
538,0
539,0
540,0
541,1
542,1
543,1
544,0
545,0
546,1
547,1
548,1
549,0
550,0
551,1
552,0
553,1
554,0
555,0
556,0
557,0
558,1
559,0
560,0
561,1
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,1
570,0
571,0
572,1
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,1
586,0
587,0
588,0
589,1
590,0
591,0
592,0
593,0
594,0
595,1
596,0
597,0
598,0
599,1
600,0
601,0
602,1
603,1
604,0
605,1
606,0
607,0
608,0
609,1
610,0
611,0
612,0
613,0
614,1
615,0
616,0
617,0
618,1
619,0
620,1
621,1
622,1
623,0
624,0
625,0
626,1
627,0
628,0
629,1
630,0
631,0
632,0
633,1
634,0
635,1
636,0
637,0
638,0
639,1
640,0
641,1
642,1
643,1
644,0
645,0
646,0
647,0
648,0
649,1
650,0
651,0
652,1
653,0
654,0
655,0
656,1
657,0
658,0
659,0
660,1
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,1
674,1
675,0
676,0
677,0
678,1
679,1
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,1
690,1
691,0
692,0
693,0
694,0
695,1
696,0
697,1
698,0
699,0
700,0
701,0
702,0
703,0
704,1
705,0
706,0
707,0
708,0
709,1
710,0
711,1
712,1
713,1
714,0
715,0
716,0
717,0
718,0
719,1
720,0
721,1
722,0
723,1
724,1
725,0
726,0
727,1
728,0
729,1
730,0
731,1
732,0
733,0
734,1
735,1
736,1
737,0
738,0
739,1
740,0
741,0
742,0
743,0
744,1
745,0
746,0
747,1
748,0
749,0
750,0
751,0
752,0
753,1
754,1
755,0
756,0
757,0
758,0
759,1
760,0
761,1
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,1
770,0
771,0
772,0
773,0
774,0
775,1
776,0
777,0
778,0
779,1
780,0
781,1
782,0
783,1
784,0
785,0
786,0
787,0
788,0
789,1
790,0
791,0
792,0
793,0
794,1
795,0
796,0
797,0
798,0
799,0
800,1
801,1
802,0
803,1
804,0
805,0
806,0
807,1
808,0
809,0
810,0
811,1
812,0
813,1
814,0
815,1
816,1
817,0
818,0
819,1
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,1
830,1
831,0
832,1
833,0
834,0
835,0
836,0
837,1
838,0
839,1
840,1
841,1
842,0
843,0
844,0
845,0
846,1
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,1
857,0
858,0
859,0
860,0
861,0
862,1
863,1
864,0
865,1
866,1
867,0
868,0
869,1
870,0
871,0
872,1
873,0
874,1
875,0
876,0
877,0
878,0
879,0
880,0
881,1
882,0
883,0
884,0
885,0
886,1
887,0
888,0
889,0
890,1
891,0
892,0
893,0
894,1
895,0
896,0
897,0
898,1
899,1
900,0
901,0
902,0
903,1
904,0
905,1
906,0
907,1
908,1
909,0
910,1
911,1
912,0
913,0
914,1
915,1
916,0
917,0
918,1
919,1
920,1
921,1
922,0
923,0
924,0
925,1
926,1
927,1
928,1
929,0
930,1
931,1
932,0
933,0
934,0
935,0
936,0
937,0
938,1
939,0
940,0
941,0
942,0
943,0
944,0
945,1
946,0
947,0
948,0
949,0
950,0
951,0
952,1
953,0
954,1
955,0
956,0
957,1
958,1
959,1
960,0
961,0
962,0
963,0
964,0
965,1
966,0
967,0
968,0
969,1
970,0
971,1
972,0
973,0
974,0
975,1
976,1
977,0
978,0
979,0
980,0
981,0
982,0
983,1
984,0
985,1
986,0
987,1
988,0
989,1
990,0
991,0
992,0
993,0
994,0
995,0
996,1
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,1
1005,0
1006,0
1007,0
1008,0
1009,0
1010,1
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,1
1024,0
1025,1
1026,1
1027,0
1028,1
1029,1
1030,0
1031,0
1032,0
1033,1
1034,0
1035,0
1036,0
1037,0
1038,0
1039,1
1040,0
1041,0
1042,1
1043,0
1044,0
1045,1
1046,0
1047,1
1048,1
1049,1
1050,1
1051,0
1052,0
1053,1
1054,0
1055,0
1056,0
1057,0
1058,0
1059,1
1060,1
1061,1
1062,0
1063,1
1064,1
1065,0
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,1
1084,0
1085,1
1086,1
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,1
1094,0
1095,0
1096,1
1097,0
1098,0
1099,0
1100,1
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,1
1110,0
1111,0
1112,1
1113,0
1114,0
1115,0
1116,1
1117,0
1118,0
1119,0
1120,1
1121,0
1122,1
1123,1
1124,1
1125,0
1126,0
1127,1
1128,0
1129,1
1130,0
1131,0
1132,0
1133,1
1134,0
1135,1
1136,0
1137,0
1138,0
1139,1
1140,0
1141,0
1142,1
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,1
1150,0
1151,0
1152,1
1153,1
1154,0
1155,0
1156,1
1157,0
1158,0
1159,0
1160,0
1161,1
1162,1
1163,0
1164,1
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,1
1172,0
1173,0
1174,1
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,1
1184,1
1185,0
1186,0
1187,1
1188,0
1189,1
1190,0
1191,1
1192,1
1193,0
1194,0
1195,0
1196,1
1197,1
1198,1
1199,1
1200,1
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,1
1208,1
1209,1
1210,0
1211,0
1212,0
1213,0
1214,0
1215,1
1216,0
1217,1
1218,0
1219,0
1220,0
1221,1
1222,1
1223,1
1224,0
1225,1
1226,0
1227,1
1228,0
1229,1
1230,0
1231,0
1232,1
1233,1
1234,0
1235,1
1236,0
1237,1
1238,0
1239,0
1240,0
1241,0
1242,0
1243,1
1244,0
1245,0
1246,0
1247,0
1248,1
1249,1
1250,0
1251,0
1252,1
1253,0
1254,0
1255,0
1256,0
1257,1
1258,1
1259,0
1260,1
1261,1
1262,1
1263,0
1264,0
1265,1
1266,0
1267,1
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,1
1277,0
1278,1
1279,0
1280,0
1281,0
1282,1
1283,0
1284,1
1285,0
1286,0
1287,1
1288,0
1289,0
1290,1
1291,0
1292,1
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,1
1300,0
1301,1
1302,1
1303,0
1304,0
1305,1
1306,0
1307,0
1308,0
1309,0
1310,1
1311,1
1312,0
1313,0
1314,1
1315,0
1316,0
1317,1
1318,0
1319,1
1320,0
1321,0
1322,0
1323,1
1324,0
1325,1
1326,0
1327,0
1328,1
1329,0
1330,0
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,1
1338,0
1339,0
1340,1
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,1
1351,1
1352,0
1353,1
1354,0
1355,0
1356,1
1357,0
1358,0
1359,0
1360,1
1361,0
1362,1
1363,0
1364,0
1365,1
1366,1
1367,1
1368,0
1369,0
1370,0
1371,0
1372,1
1373,0
1374,0
1375,0
1376,0
1377,1
1378,1
1379,0
1380,0
1381,1
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,1
1392,0
1393,1
1394,1
1395,0
1396,0
1397,1
1398,0
1399,0
1400,0
1401,1
1402,1
1403,0
1404,1
1405,1
1406,0
1407,0
1408,1
1409,0
1410,1
1411,0
1412,1
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,1
1420,1
1421,0
1422,1
1423,1
1424,0
1425,1
1426,0
1427,0
1428,1
1429,0
1430,1
1431,0
1432,0
1433,1
1434,0
1435,1
1436,0
1437,0
1438,1
1439,0
1440,0
1441,1
1442,0
1443,1
1444,0
1445,0
1446,1
1447,1
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,1
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,1
1462,0
1463,1
1464,1
1465,1
1466,0
1467,1
1468,0
1469,0
1470,0
1471,0
1472,0
1473,1
1474,1
1475,0
1476,0
1477,1
1478,1
1479,0
1480,1
1481,1
1482,0
1483,1
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,1
1491,0
1492,0
1493,0
1494,1
1495,0
1496,0
1497,0
1498,0
1499,0
1500,1
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,1
1508,0
1509,1
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,1
1518,0
1519,0
1520,0
1521,0
1522,1
1523,0
1524,1
1525,0
1526,1
1527,0
1528,0
1529,0
1530,0
1531,1
1532,0
1533,0
1534,0
1535,1
1536,1
